file,age,gender,race,service_test,looks
normal_train/229.jpg,30-39,Male,Latino_Hispanic,True,0
normal_train/230.jpg,50-59,Male,White,True,0
normal_train/234.jpg,40-49,Male,White,False,0
normal_train/236.jpg,20-29,Female,Southeast Asian,False,0
normal_train/238.jpg,30-39,Male,Southeast Asian,True,0
normal_train/239.jpg,30-39,Female,White,True,0
normal_train/241.jpg,30-39,Male,White,False,0
normal_train/243.jpg,40-49,Female,Southeast Asian,True,0
normal_train/244.jpg,40-49,Female,Black,True,0
normal_train/247.jpg,20-29,Female,Indian,True,0
normal_train/248.jpg,3-9,Male,Black,False,0
normal_train/249.jpg,10-19,Male,Indian,False,0
normal_train/251.jpg,3-9,Male,Black,True,0
normal_train/253.jpg,3-9,Male,Southeast Asian,True,0
normal_train/254.jpg,3-9,Male,Latino_Hispanic,False,0
normal_train/257.jpg,10-19,Female,Latino_Hispanic,False,0
normal_train/260.jpg,20-29,Male,Black,True,0
normal_train/262.jpg,3-9,Male,Black,False,0
normal_train/263.jpg,40-49,Female,Black,False,0
normal_train/265.jpg,30-39,Female,White,False,0
normal_train/266.jpg,10-19,Male,Latino_Hispanic,True,0
normal_train/270.jpg,20-29,Female,Latino_Hispanic,False,0
normal_train/271.jpg,20-29,Female,Southeast Asian,True,0
normal_train/272.jpg,40-49,Male,White,False,0
normal_train/277.jpg,3-9,Male,Indian,True,0
normal_train/279.jpg,20-29,Female,Latino_Hispanic,True,0
normal_train/281.jpg,30-39,Male,Indian,False,0
normal_train/282.jpg,40-49,Female,Black,True,0
normal_train/284.jpg,10-19,Female,Latino_Hispanic,True,0
normal_train/286.jpg,20-29,Male,Southeast Asian,True,0
normal_train/294.jpg,3-9,Female,Southeast Asian,False,0
normal_train/295.jpg,30-39,Male,Latino_Hispanic,False,0
normal_train/297.jpg,30-39,Female,Southeast Asian,True,0
normal_train/299.jpg,40-49,Male,White,False,0
normal_train/301.jpg,30-39,Male,Middle Eastern,False,0
normal_train/307.jpg,30-39,Female,East Asian,True,0
normal_train/309.jpg,40-49,Female,White,True,0
normal_train/312.jpg,20-29,Female,Middle Eastern,True,0
normal_train/313.jpg,20-29,Male,Black,True,0
normal_train/315.jpg,30-39,Male,Indian,True,0
normal_train/316.jpg,30-39,Male,Latino_Hispanic,False,0
normal_train/319.jpg,10-19,Female,Indian,True,0
normal_train/320.jpg,20-29,Female,East Asian,False,0
normal_train/322.jpg,20-29,Female,White,True,0
normal_train/326.jpg,40-49,Male,East Asian,True,0
normal_train/328.jpg,50-59,Male,Indian,False,0
normal_train/329.jpg,30-39,Male,East Asian,False,0
normal_train/330.jpg,20-29,Female,East Asian,False,0
normal_train/335.jpg,20-29,Female,East Asian,False,0
normal_train/337.jpg,50-59,Male,White,False,0
normal_train/342.jpg,40-49,Female,Indian,True,0
normal_train/346.jpg,30-39,Female,White,False,0
normal_train/347.jpg,20-29,Male,Southeast Asian,False,0
normal_train/352.jpg,50-59,Male,Black,True,0
normal_train/354.jpg,50-59,Male,Latino_Hispanic,False,0
normal_train/356.jpg,0-2,Female,Southeast Asian,False,0
normal_train/358.jpg,20-29,Female,East Asian,True,0
normal_train/359.jpg,20-29,Female,White,False,0
normal_train/361.jpg,30-39,Female,Latino_Hispanic,False,0
normal_train/363.jpg,30-39,Male,Southeast Asian,False,0
normal_train/365.jpg,10-19,Male,Indian,True,0
normal_train/368.jpg,20-29,Female,Indian,False,0
normal_train/369.jpg,40-49,Female,East Asian,True,0
normal_train/370.jpg,30-39,Male,Black,False,0
normal_train/372.jpg,30-39,Male,Middle Eastern,False,0
normal_train/374.jpg,20-29,Female,Southeast Asian,False,0
normal_train/377.jpg,50-59,Female,Latino_Hispanic,True,0
normal_train/379.jpg,50-59,Male,Latino_Hispanic,False,0
normal_train/380.jpg,40-49,Female,White,True,0
normal_train/383.jpg,30-39,Female,East Asian,False,0
normal_train/391.jpg,3-9,Female,East Asian,False,0
normal_train/397.jpg,0-2,Male,Middle Eastern,False,0
normal_train/399.jpg,10-19,Female,Middle Eastern,True,0
normal_train/400.jpg,20-29,Male,Black,True,0
normal_train/402.jpg,30-39,Male,Latino_Hispanic,True,0
normal_train/403.jpg,30-39,Male,Indian,True,0
normal_train/405.jpg,20-29,Female,Latino_Hispanic,True,0
normal_train/409.jpg,30-39,Female,White,False,0
normal_train/410.jpg,20-29,Male,Latino_Hispanic,True,0
normal_train/414.jpg,3-9,Male,Black,False,0
normal_train/416.jpg,3-9,Female,Southeast Asian,False,0
normal_train/417.jpg,3-9,Male,Middle Eastern,True,0
normal_train/418.jpg,more than 70,Male,Middle Eastern,False,0
normal_train/422.jpg,10-19,Male,East Asian,True,0
normal_train/423.jpg,20-29,Male,Latino_Hispanic,True,0
normal_train/425.jpg,20-29,Male,Indian,False,0
normal_train/426.jpg,20-29,Female,Southeast Asian,True,0
normal_train/427.jpg,30-39,Female,White,False,0
normal_train/432.jpg,60-69,Male,Indian,True,0
normal_train/433.jpg,10-19,Female,Black,False,0
normal_train/434.jpg,30-39,Female,White,False,0
normal_train/436.jpg,20-29,Male,Middle Eastern,True,0
normal_train/437.jpg,0-2,Male,Indian,False,0
normal_train/438.jpg,20-29,Female,Middle Eastern,True,0
normal_train/442.jpg,20-29,Female,Latino_Hispanic,True,0
normal_train/444.jpg,20-29,Male,White,True,0
normal_train/447.jpg,40-49,Female,Black,False,0
normal_train/448.jpg,more than 70,Male,Latino_Hispanic,False,0
normal_train/450.jpg,10-19,Male,Southeast Asian,False,0
normal_train/452.jpg,20-29,Female,East Asian,False,0
normal_train/453.jpg,40-49,Female,Southeast Asian,False,0
normal_train/455.jpg,20-29,Male,White,True,0
normal_train/459.jpg,10-19,Female,White,False,0
normal_train/464.jpg,3-9,Male,Black,True,0
normal_train/467.jpg,20-29,Female,Indian,False,0
normal_train/468.jpg,3-9,Male,White,True,0
normal_train/469.jpg,3-9,Male,Middle Eastern,True,0
normal_train/470.jpg,3-9,Male,Southeast Asian,True,0
normal_train/480.jpg,30-39,Female,White,True,0
normal_train/489.jpg,30-39,Female,Black,True,0
normal_train/496.jpg,30-39,Female,Southeast Asian,False,0
normal_train/497.jpg,20-29,Female,East Asian,False,0
normal_train/501.jpg,3-9,Male,White,False,0
normal_train/504.jpg,20-29,Female,East Asian,False,0
normal_train/506.jpg,0-2,Female,Indian,True,0
normal_train/509.jpg,10-19,Female,East Asian,True,0
normal_train/514.jpg,20-29,Female,White,False,0
normal_train/515.jpg,60-69,Male,White,False,0
normal_train/517.jpg,10-19,Female,Black,False,0
normal_train/518.jpg,3-9,Male,East Asian,False,0
normal_train/520.jpg,20-29,Male,White,True,0
normal_train/523.jpg,20-29,Female,White,True,0
normal_train/526.jpg,40-49,Female,Black,True,0
normal_train/529.jpg,10-19,Female,Southeast Asian,False,0
normal_train/532.jpg,20-29,Female,Latino_Hispanic,False,0
normal_train/539.jpg,20-29,Male,East Asian,False,0
normal_train/544.jpg,20-29,Female,Indian,True,0
normal_train/545.jpg,30-39,Female,Latino_Hispanic,False,0
normal_train/547.jpg,30-39,Male,Latino_Hispanic,False,0
normal_train/548.jpg,10-19,Female,Southeast Asian,False,0
normal_train/549.jpg,30-39,Male,Latino_Hispanic,False,0
normal_train/554.jpg,20-29,Female,Indian,True,0
normal_train/555.jpg,50-59,Male,White,False,0
normal_train/557.jpg,30-39,Male,Latino_Hispanic,False,0
normal_train/558.jpg,3-9,Male,Indian,False,0
normal_train/559.jpg,30-39,Female,White,False,0
normal_train/561.jpg,0-2,Male,White,False,0
normal_train/562.jpg,30-39,Female,Middle Eastern,True,0
normal_train/565.jpg,30-39,Male,Black,True,0
normal_train/566.jpg,10-19,Female,East Asian,True,0
normal_train/568.jpg,30-39,Female,White,False,0
normal_train/573.jpg,3-9,Male,Southeast Asian,False,0
normal_train/577.jpg,30-39,Male,Latino_Hispanic,True,0
normal_train/578.jpg,30-39,Male,White,False,0
normal_train/584.jpg,40-49,Male,East Asian,True,0
normal_train/586.jpg,20-29,Female,Black,True,0
normal_train/589.jpg,10-19,Female,Black,False,0
normal_train/590.jpg,50-59,Female,Southeast Asian,False,0
normal_train/591.jpg,50-59,Male,Latino_Hispanic,False,0
normal_train/592.jpg,10-19,Male,Black,True,0
normal_train/595.jpg,30-39,Female,Black,False,0
normal_train/597.jpg,40-49,Male,Latino_Hispanic,False,0
normal_train/599.jpg,3-9,Male,East Asian,False,0
normal_train/600.jpg,20-29,Male,Indian,True,0
normal_train/601.jpg,20-29,Female,Southeast Asian,False,0
normal_train/606.jpg,20-29,Female,Middle Eastern,True,0
normal_train/607.jpg,3-9,Female,Southeast Asian,True,0
normal_train/617.jpg,40-49,Male,Latino_Hispanic,True,0
normal_train/619.jpg,60-69,Female,East Asian,False,0
normal_train/620.jpg,40-49,Female,Black,True,0
normal_train/622.jpg,20-29,Female,Southeast Asian,False,0
normal_train/623.jpg,30-39,Female,East Asian,False,0
normal_train/624.jpg,30-39,Female,Indian,False,0
normal_train/625.jpg,20-29,Female,Latino_Hispanic,False,0
normal_train/635.jpg,3-9,Male,Southeast Asian,True,0
normal_train/639.jpg,20-29,Male,Latino_Hispanic,True,0
normal_train/644.jpg,30-39,Male,White,False,0
normal_train/645.jpg,20-29,Female,Black,True,0
normal_train/647.jpg,40-49,Male,Middle Eastern,True,0
normal_train/649.jpg,20-29,Male,White,True,0
normal_train/650.jpg,10-19,Female,Indian,False,0
normal_train/651.jpg,40-49,Female,Indian,True,0
normal_train/652.jpg,30-39,Female,White,False,0
normal_train/656.jpg,30-39,Male,White,False,0
normal_train/657.jpg,30-39,Male,Latino_Hispanic,False,0
normal_train/659.jpg,50-59,Male,Latino_Hispanic,False,0
normal_train/661.jpg,30-39,Female,Southeast Asian,True,0
normal_train/665.jpg,20-29,Female,White,False,0
normal_train/666.jpg,30-39,Female,White,False,0
normal_train/673.jpg,20-29,Female,Indian,True,0
normal_train/677.jpg,30-39,Male,Indian,False,0
normal_train/679.jpg,40-49,Male,Middle Eastern,False,0
normal_train/680.jpg,10-19,Female,Black,False,0
normal_train/682.jpg,20-29,Female,Latino_Hispanic,True,0
normal_train/683.jpg,20-29,Female,Southeast Asian,True,0
normal_train/691.jpg,50-59,Male,White,False,0
normal_train/695.jpg,40-49,Male,Indian,True,0
normal_train/697.jpg,40-49,Male,Latino_Hispanic,False,0
normal_train/706.jpg,20-29,Male,White,True,0
normal_train/708.jpg,20-29,Male,Latino_Hispanic,True,0
normal_train/710.jpg,40-49,Male,Latino_Hispanic,False,0
normal_train/714.jpg,60-69,Female,Black,True,0
normal_train/717.jpg,20-29,Male,White,True,0
normal_train/719.jpg,20-29,Male,White,True,0
normal_train/722.jpg,3-9,Female,Black,True,0
normal_train/728.jpg,30-39,Female,Southeast Asian,True,0
normal_train/735.jpg,0-2,Male,East Asian,False,0
normal_train/736.jpg,20-29,Male,White,True,0
normal_train/737.jpg,3-9,Female,Indian,False,0
normal_train/739.jpg,20-29,Female,Black,True,0
normal_train/741.jpg,10-19,Female,Latino_Hispanic,True,0
normal_train/748.jpg,20-29,Female,East Asian,True,0
normal_train/749.jpg,20-29,Female,Black,False,0
normal_train/751.jpg,3-9,Male,White,False,0
normal_train/753.jpg,20-29,Female,East Asian,True,0
normal_train/754.jpg,10-19,Male,Middle Eastern,True,0
normal_train/757.jpg,0-2,Female,Indian,False,0
normal_train/758.jpg,20-29,Female,East Asian,True,0
normal_train/764.jpg,30-39,Male,White,True,0
normal_train/765.jpg,30-39,Female,Middle Eastern,True,0
normal_train/766.jpg,10-19,Female,White,True,0
normal_train/771.jpg,60-69,Female,Latino_Hispanic,False,0
normal_train/772.jpg,20-29,Male,East Asian,False,0
normal_train/774.jpg,20-29,Female,Latino_Hispanic,False,0
normal_train/775.jpg,10-19,Male,Latino_Hispanic,False,0
normal_train/776.jpg,30-39,Male,Black,False,0
normal_train/778.jpg,3-9,Female,Latino_Hispanic,True,0
normal_train/779.jpg,20-29,Male,Middle Eastern,True,0
normal_train/781.jpg,30-39,Male,Latino_Hispanic,False,0
normal_train/791.jpg,3-9,Female,White,True,0
normal_train/792.jpg,30-39,Female,White,False,0
normal_train/797.jpg,20-29,Female,Latino_Hispanic,False,0
normal_train/800.jpg,3-9,Male,Black,False,0
normal_train/803.jpg,30-39,Female,Black,True,0
normal_train/804.jpg,10-19,Male,East Asian,False,0
normal_train/807.jpg,10-19,Female,White,False,0
normal_train/808.jpg,20-29,Male,East Asian,False,0
normal_train/809.jpg,20-29,Female,East Asian,False,0
normal_train/811.jpg,60-69,Female,Latino_Hispanic,False,0
normal_train/812.jpg,40-49,Male,Middle Eastern,True,0
normal_train/813.jpg,50-59,Male,Latino_Hispanic,False,0
normal_train/815.jpg,20-29,Female,Indian,True,0
normal_train/816.jpg,3-9,Male,Indian,True,0
normal_train/817.jpg,40-49,Male,Southeast Asian,False,0
normal_train/822.jpg,20-29,Female,Middle Eastern,True,0
normal_train/824.jpg,50-59,Male,White,False,0
normal_train/826.jpg,40-49,Male,East Asian,True,0
normal_train/828.jpg,30-39,Male,Black,True,0
normal_train/830.jpg,3-9,Female,Black,False,0
normal_train/832.jpg,20-29,Female,Southeast Asian,False,0
normal_train/835.jpg,20-29,Female,Latino_Hispanic,False,0
normal_train/836.jpg,3-9,Male,Southeast Asian,True,0
normal_train/839.jpg,30-39,Male,Middle Eastern,False,0
normal_train/840.jpg,3-9,Male,Middle Eastern,True,0
normal_train/842.jpg,3-9,Male,Black,True,0
normal_train/843.jpg,50-59,Male,Indian,False,0
normal_train/844.jpg,10-19,Male,White,False,0
normal_train/845.jpg,3-9,Female,White,False,0
normal_train/848.jpg,10-19,Female,White,True,0
normal_train/849.jpg,20-29,Female,Black,False,0
normal_train/851.jpg,20-29,Male,Black,True,0
normal_train/853.jpg,10-19,Male,Middle Eastern,True,0
normal_train/856.jpg,40-49,Male,Middle Eastern,False,0
normal_train/862.jpg,30-39,Male,Middle Eastern,False,0
normal_train/866.jpg,20-29,Female,White,True,0
normal_train/868.jpg,0-2,Female,Indian,False,0
normal_train/869.jpg,40-49,Female,Indian,True,0
normal_train/870.jpg,30-39,Female,Black,False,0
normal_train/871.jpg,3-9,Female,Southeast Asian,False,0
normal_train/877.jpg,20-29,Female,Southeast Asian,True,0
normal_train/880.jpg,20-29,Female,Black,False,0
normal_train/881.jpg,50-59,Female,East Asian,True,0
normal_train/883.jpg,50-59,Female,Black,False,0
normal_train/886.jpg,40-49,Female,White,False,0
normal_train/895.jpg,20-29,Female,Latino_Hispanic,False,0
normal_train/896.jpg,40-49,Male,White,False,0
normal_train/897.jpg,40-49,Female,Black,True,0
normal_train/898.jpg,3-9,Male,Latino_Hispanic,False,0
normal_train/900.jpg,40-49,Female,Latino_Hispanic,True,0
normal_train/901.jpg,20-29,Female,Black,False,0
normal_train/910.jpg,20-29,Female,East Asian,True,0
normal_train/916.jpg,40-49,Female,White,False,0
normal_train/922.jpg,3-9,Male,Black,False,0
normal_train/924.jpg,3-9,Female,Southeast Asian,True,0
normal_train/925.jpg,40-49,Male,White,False,0
normal_train/927.jpg,20-29,Male,Latino_Hispanic,False,0
normal_train/930.jpg,20-29,Female,Latino_Hispanic,False,0
normal_train/933.jpg,10-19,Female,White,True,0
normal_train/936.jpg,20-29,Female,Southeast Asian,True,0
normal_train/940.jpg,30-39,Female,White,True,0
normal_train/942.jpg,3-9,Male,Black,False,0
normal_train/947.jpg,3-9,Female,Black,False,0
normal_train/948.jpg,10-19,Female,White,False,0
normal_train/952.jpg,40-49,Male,Latino_Hispanic,True,0
normal_train/953.jpg,3-9,Male,Black,False,0
normal_train/955.jpg,20-29,Female,Latino_Hispanic,False,0
normal_train/962.jpg,40-49,Male,White,False,0
normal_train/964.jpg,40-49,Male,Middle Eastern,False,0
normal_train/966.jpg,40-49,Male,Indian,True,0
normal_train/967.jpg,40-49,Female,Black,False,0
normal_train/968.jpg,20-29,Female,Middle Eastern,True,0
normal_train/975.jpg,3-9,Male,Indian,True,0
normal_train/977.jpg,3-9,Male,Middle Eastern,False,0
normal_train/981.jpg,3-9,Female,Black,False,0
normal_train/982.jpg,30-39,Male,Black,True,0
normal_train/983.jpg,10-19,Female,Indian,True,0
normal_train/988.jpg,20-29,Male,Indian,True,0
normal_train/991.jpg,50-59,Male,East Asian,True,0
normal_train/992.jpg,20-29,Female,Latino_Hispanic,True,0
normal_train/993.jpg,40-49,Male,White,True,0
normal_train/997.jpg,30-39,Male,Southeast Asian,True,0
normal_train/998.jpg,30-39,Female,Indian,True,0
normal_train/1000.jpg,30-39,Male,White,False,0
normal_train/1004.jpg,40-49,Male,Latino_Hispanic,False,0
normal_train/1005.jpg,50-59,Male,East Asian,False,0
normal_train/1009.jpg,0-2,Female,East Asian,False,0
normal_train/1012.jpg,30-39,Female,Black,True,0
normal_train/1015.jpg,60-69,Female,East Asian,True,0
normal_train/1017.jpg,60-69,Female,White,False,0
normal_train/1018.jpg,30-39,Male,Latino_Hispanic,False,0
normal_train/1025.jpg,30-39,Male,Black,False,0
normal_train/1026.jpg,20-29,Female,East Asian,False,0
normal_train/1030.jpg,20-29,Male,Southeast Asian,False,0
normal_train/1033.jpg,40-49,Male,White,True,0
normal_train/1037.jpg,10-19,Female,White,True,0
normal_train/1040.jpg,40-49,Male,Middle Eastern,False,0
normal_train/1041.jpg,30-39,Female,Middle Eastern,True,0
normal_train/1044.jpg,3-9,Female,Black,True,0
normal_train/1049.jpg,20-29,Male,White,False,0
normal_train/1051.jpg,20-29,Female,White,True,0
normal_train/1052.jpg,0-2,Female,Southeast Asian,True,0
normal_train/1053.jpg,3-9,Female,Latino_Hispanic,False,0
normal_train/1054.jpg,20-29,Female,Indian,True,0
normal_train/1055.jpg,20-29,Female,Indian,True,0
normal_train/1058.jpg,20-29,Female,Indian,True,0
normal_train/1060.jpg,30-39,Male,Latino_Hispanic,True,0
normal_train/1067.jpg,30-39,Female,Indian,True,0
normal_train/1071.jpg,50-59,Male,Black,True,0
normal_train/1074.jpg,20-29,Female,Indian,True,0
normal_train/1075.jpg,40-49,Male,Latino_Hispanic,False,0
normal_train/1076.jpg,20-29,Male,Indian,True,0
normal_train/1078.jpg,3-9,Male,White,True,0
normal_train/1081.jpg,40-49,Male,Black,False,0
normal_train/1085.jpg,10-19,Female,Black,False,0
normal_train/1087.jpg,40-49,Male,Middle Eastern,True,0
normal_train/1091.jpg,10-19,Male,Latino_Hispanic,False,0
normal_train/1093.jpg,10-19,Female,Indian,False,0
normal_train/1096.jpg,20-29,Male,Indian,False,0
normal_train/1101.jpg,20-29,Male,Latino_Hispanic,False,0
normal_train/1103.jpg,3-9,Female,Indian,False,0
normal_train/1110.jpg,40-49,Female,White,False,0
normal_train/1111.jpg,20-29,Female,Southeast Asian,False,0
normal_train/1113.jpg,3-9,Male,Black,False,0
normal_train/1115.jpg,30-39,Female,Latino_Hispanic,True,0
normal_train/1116.jpg,20-29,Male,White,True,0
normal_train/1117.jpg,0-2,Female,East Asian,True,0
normal_train/1119.jpg,3-9,Male,Latino_Hispanic,False,0
normal_train/1122.jpg,20-29,Female,White,False,0
normal_train/1124.jpg,30-39,Female,White,False,0
normal_train/1126.jpg,30-39,Female,White,True,0
normal_train/1127.jpg,30-39,Female,East Asian,True,0
normal_train/1133.jpg,30-39,Male,White,True,0
normal_train/1135.jpg,20-29,Female,Latino_Hispanic,True,0
normal_train/1137.jpg,60-69,Male,White,True,0
normal_train/1140.jpg,30-39,Male,Middle Eastern,False,0
normal_train/1141.jpg,30-39,Female,East Asian,False,0
normal_train/1144.jpg,0-2,Female,White,True,0
normal_train/1147.jpg,3-9,Male,Indian,False,0
normal_train/1149.jpg,3-9,Male,Black,False,0
normal_train/1154.jpg,20-29,Male,East Asian,False,0
normal_train/1155.jpg,20-29,Male,Middle Eastern,True,0
normal_train/1158.jpg,30-39,Male,East Asian,False,0
normal_train/1159.jpg,3-9,Female,Latino_Hispanic,False,0
normal_train/1160.jpg,50-59,Male,White,False,0
normal_train/1162.jpg,40-49,Female,White,False,0
normal_train/1167.jpg,20-29,Male,East Asian,False,0
normal_train/1168.jpg,10-19,Female,Indian,False,0
normal_train/1177.jpg,0-2,Male,East Asian,False,0
normal_train/1180.jpg,10-19,Female,Southeast Asian,True,0
normal_train/1182.jpg,30-39,Male,White,False,0
normal_train/1185.jpg,10-19,Female,Southeast Asian,True,0
normal_train/1186.jpg,10-19,Female,Southeast Asian,True,0
normal_train/1188.jpg,50-59,Female,Latino_Hispanic,False,0
normal_train/1190.jpg,50-59,Male,Indian,True,0
normal_train/1195.jpg,60-69,Male,White,False,0
normal_train/1196.jpg,30-39,Male,White,True,0
normal_train/1197.jpg,3-9,Male,White,True,0
normal_train/1199.jpg,30-39,Female,Black,False,0
normal_train/1200.jpg,0-2,Male,White,False,0
normal_train/1201.jpg,3-9,Male,Black,False,0
normal_train/1203.jpg,40-49,Male,White,False,0
normal_train/1204.jpg,20-29,Male,Indian,True,0
normal_train/1205.jpg,20-29,Female,Southeast Asian,False,0
normal_train/1206.jpg,30-39,Female,East Asian,True,0
normal_train/1207.jpg,60-69,Male,Middle Eastern,False,0
normal_train/1209.jpg,0-2,Male,Indian,False,0
normal_train/1210.jpg,10-19,Male,Southeast Asian,False,0
normal_train/1218.jpg,3-9,Male,Southeast Asian,True,0
normal_train/1220.jpg,20-29,Male,Southeast Asian,False,0
normal_train/1229.jpg,more than 70,Female,Indian,True,0
normal_train/1230.jpg,30-39,Male,East Asian,False,0
normal_train/1232.jpg,40-49,Male,Indian,True,0
normal_train/1235.jpg,30-39,Male,Middle Eastern,False,0
normal_train/1239.jpg,30-39,Female,East Asian,True,0
normal_train/1242.jpg,50-59,Female,Black,False,0
normal_train/1243.jpg,10-19,Female,Indian,True,0
normal_train/1245.jpg,40-49,Female,East Asian,True,0
normal_train/1248.jpg,10-19,Female,Latino_Hispanic,True,0
normal_train/1251.jpg,10-19,Male,Indian,True,0
normal_train/1254.jpg,10-19,Male,White,False,0
normal_train/1256.jpg,20-29,Female,Indian,True,0
normal_train/1258.jpg,30-39,Male,White,False,0
normal_train/1262.jpg,30-39,Female,Black,True,0
normal_train/1270.jpg,10-19,Male,Indian,True,0
normal_train/1271.jpg,40-49,Male,Latino_Hispanic,True,0
normal_train/1276.jpg,50-59,Female,Latino_Hispanic,False,0
normal_train/1279.jpg,10-19,Male,Latino_Hispanic,False,0
normal_train/1280.jpg,30-39,Female,Indian,True,0
normal_train/1285.jpg,30-39,Female,Latino_Hispanic,False,0
normal_train/1286.jpg,30-39,Male,Black,True,0
normal_train/1288.jpg,20-29,Female,Indian,False,0
normal_train/1290.jpg,30-39,Male,Black,True,0
normal_train/1297.jpg,20-29,Female,East Asian,True,0
normal_train/1299.jpg,20-29,Female,Southeast Asian,True,0
normal_train/1303.jpg,0-2,Female,Indian,False,0
normal_train/1306.jpg,60-69,Male,Latino_Hispanic,True,0
normal_train/1307.jpg,30-39,Male,Indian,True,0
normal_train/1308.jpg,40-49,Male,Latino_Hispanic,False,0
normal_train/1309.jpg,40-49,Male,Latino_Hispanic,True,0
normal_train/1310.jpg,30-39,Female,Latino_Hispanic,False,0
normal_train/1313.jpg,30-39,Female,Indian,True,0
normal_train/1315.jpg,3-9,Male,Black,False,0
normal_train/1316.jpg,3-9,Male,Southeast Asian,False,0
normal_train/1319.jpg,10-19,Female,Latino_Hispanic,False,0
normal_train/1320.jpg,30-39,Male,Latino_Hispanic,False,0
normal_train/1324.jpg,30-39,Male,Southeast Asian,True,0
normal_train/1326.jpg,3-9,Male,East Asian,False,0
normal_train/1327.jpg,20-29,Female,Latino_Hispanic,False,0
normal_train/1329.jpg,20-29,Male,Black,True,0
normal_train/1332.jpg,40-49,Male,White,False,0
normal_train/1336.jpg,60-69,Female,Indian,False,0
normal_train/1338.jpg,30-39,Male,Latino_Hispanic,True,0
normal_train/1340.jpg,20-29,Male,White,True,0
normal_train/1341.jpg,20-29,Female,White,False,0
normal_train/1343.jpg,20-29,Female,White,True,0
normal_train/1344.jpg,20-29,Male,East Asian,True,0
normal_train/1345.jpg,50-59,Male,White,False,0
